location_id,belongs_to,totala
19481,2011-09-07,8003.75
19481,2011-09-08,6793.07
19481,2011-09-09,7175.72
19481,2011-09-10,9009.22
19481,2011-09-11,7719.06
19481,2011-09-12,8216.38
19481,2011-09-13,7040.44
19481,2011-09-14,12008.49
19481,2011-09-15,7520.39
19481,2011-09-16,7790.06
19481,2011-09-17,7065.52
19481,2011-09-18,7405.4
19481,2011-09-19,7643.84
19481,2011-09-20,6113.9
19481,2011-09-21,6974.48
19481,2011-09-22,7456.44
19481,2011-09-23,7269.72
19481,2011-09-24,7074.29
19481,2011-09-25,6176.72
19481,2011-09-26,6809.21
19481,2011-09-27,6113.56
19481,2011-09-28,6145.24
19481,2011-09-29,5887.49
19481,2011-09-30,8099.4
19481,2011-10-01,7695.39
19481,2011-10-02,8617.56
19481,2011-10-03,9991.24
19481,2011-10-04,8209.66
19481,2011-10-05,6325.71
19481,2011-10-06,7367.76
19481,2011-10-07,8867.74
19481,2011-10-08,7166.03
19481,2011-10-09,6780.03
19481,2011-10-10,6694.14
19481,2011-10-11,6746.26
19481,2011-10-12,7025.65
19481,2011-10-13,7785.19
19481,2011-10-14,6851.82
19481,2011-10-15,8412.79
19481,2011-10-16,5740.76
19481,2011-10-17,8143.76
19481,2011-10-18,6405.12
19481,2011-10-19,6801.91
19481,2011-10-20,6851.44
19481,2011-10-21,7245.69
19481,2011-10-22,7274.99
19481,2011-10-23,6653.56
19481,2011-10-24,7829.85
19481,2011-10-25,6796.88
19481,2011-10-26,7145.58
19481,2011-10-27,7765.68
19481,2011-10-28,8660.57
19481,2011-10-29,7848.63
19481,2011-10-30,6642.44
19481,2011-10-31,7828.58
19481,2011-11-01,8125.51
19481,2011-11-02,7998.41
19481,2011-11-03,8438.67
19481,2011-11-04,8477.27
19481,2011-11-05,8390.85
19481,2011-11-06,7285.87
19481,2011-11-07,8326
19481,2011-11-08,7468.87
19481,2011-11-09,8102.11
19481,2011-11-10,7602.5
19481,2011-11-11,7114.18
19481,2011-11-12,8503.18
19481,2011-11-13,7493.29
19481,2011-11-14,9464.46
19481,2011-11-15,8085.61
19481,2011-11-16,6807.96
19481,2011-11-17,7643.77
19481,2011-11-18,8409.96
19481,2011-11-19,9079.57
19481,2011-11-20,8240.99
19481,2011-11-21,10995.97
19481,2011-11-22,11945.88
19481,2011-11-25,5045.37
19481,2011-11-26,6025.46
19481,2011-11-27,5714.95
19481,2011-11-28,8247.83
19481,2011-11-29,7356.64
19481,2011-11-30,7658.85
19481,2011-12-01,8837.71
19481,2011-12-02,8875.15
19481,2011-12-03,8312.96
19481,2011-12-04,8342.58
19481,2011-12-05,10406.74
19481,2011-12-06,7194.61
19481,2011-12-07,8331.45
19481,2011-12-08,7068.99
19481,2011-12-09,8502.42
19481,2011-12-10,8226.91
19481,2011-12-11,7082.55
19481,2011-12-12,8285.25
19481,2011-12-13,7721.47
19481,2011-12-14,6942.76
19481,2011-12-15,7393.24
19481,2011-12-16,8016.33
19481,2011-12-17,8435.47
19481,2011-12-18,6762.53
19481,2011-12-19,8319.86
19481,2011-12-20,8338.56
19481,2011-12-21,8352.03
19481,2011-12-22,9667.09
19481,2011-12-23,12830.96
19481,2011-12-24,7023.55
19481,2011-12-26,4508.62
19481,2011-12-27,7356.46
19481,2011-12-28,6743.79
19481,2011-12-29,6934.49
19481,2011-12-30,7743.01
19481,2011-12-31,9037.66
19480,2012-01-01,8004.7
19481,2012-01-01,6768.26
19480,2012-01-02,11994.9
19481,2012-01-02,7519.43
19480,2012-01-03,11059.75
19481,2012-01-03,8917.84
19480,2012-01-04,9596.06
19481,2012-01-04,7663.49
19480,2012-01-05,9966.19
19481,2012-01-05,6962.2
19480,2012-01-06,8902.53
19481,2012-01-06,7938.73
19480,2012-01-07,12915.93
19481,2012-01-07,8557.58
19480,2012-01-08,8766.69
19481,2012-01-08,7340.6
19480,2012-01-09,10680.69
19481,2012-01-09,7679.62
19480,2012-01-10,10297.79
19481,2012-01-10,6836.55
19480,2012-01-11,9919.05
19481,2012-01-11,7063.47
19480,2012-01-12,9285.39
19481,2012-01-12,8092.62
19480,2012-01-13,9498.74
19481,2012-01-13,9220.2
19480,2012-01-14,12477
19481,2012-01-14,7184.9
19480,2012-01-15,7887.68
19481,2012-01-15,7075.81
19480,2012-01-16,10617.5
19481,2012-01-16,7746.99
19480,2012-01-17,8096.39
19481,2012-01-17,7324.81
19480,2012-01-18,7880.9
19481,2012-01-18,7294.94
19480,2012-01-19,7286.96
19481,2012-01-19,6206.53
19480,2012-01-20,8622.12
19481,2012-01-20,7498.73
19480,2012-01-21,11925.23
19481,2012-01-21,7601.06
19480,2012-01-22,7933.82
19481,2012-01-22,6708.67
19480,2012-01-23,9205.31
19481,2012-01-23,7259.92
19480,2012-01-24,7252.19
19481,2012-01-24,6951.35
19480,2012-01-25,7790.87
19481,2012-01-25,6885.91
19480,2012-01-26,7925.41
19481,2012-01-26,7070.86
19480,2012-01-27,9588.89
19481,2012-01-27,6808.29
19480,2012-01-28,10782.73
19481,2012-01-28,8185.4
19480,2012-01-29,7258.92
19481,2012-01-29,6087.09
19480,2012-01-30,8568.13
19481,2012-01-30,6812.75
19480,2012-01-31,8212.65
19481,2012-01-31,6678.3
19480,2012-02-01,13753.14
19481,2012-02-01,7887.66
19480,2012-02-02,10257.29
19481,2012-02-02,7775.14
19480,2012-02-03,10188.06
19481,2012-02-03,9724.61
19480,2012-02-04,14768.33
19481,2012-02-04,10399.27
19480,2012-02-05,10654.82
19481,2012-02-05,9740.44
19480,2012-02-06,9845.31
19481,2012-02-06,8508.05
19480,2012-02-07,9154.33
19481,2012-02-07,7274.21
19480,2012-02-08,7832.72
19481,2012-02-08,6910.79
19480,2012-02-09,8261.3
19481,2012-02-09,7148.75
19480,2012-02-10,10123.26
19481,2012-02-10,8328.46
19480,2012-02-11,12582.91
19481,2012-02-11,7272.15
19480,2012-02-12,8862.13
19481,2012-02-12,8366.43
19480,2012-02-13,10467.14
19481,2012-02-13,7212.51
19480,2012-02-14,7973.26
19481,2012-02-14,7184.45
19480,2012-02-15,8248.9
19481,2012-02-15,7485.36
19480,2012-02-16,8321.57
19481,2012-02-16,6563.82
19480,2012-02-17,9500.77
19481,2012-02-17,8367.45
19480,2012-02-18,11701.38
19481,2012-02-18,7416.71
19480,2012-02-19,8510.3
19481,2012-02-19,6636.54
19480,2012-02-20,10149.05
19481,2012-02-20,8162.89
19480,2012-02-21,8429.07
19481,2012-02-21,6811.83
19480,2012-02-22,7007.79
19481,2012-02-22,7828.37
19480,2012-02-23,7483.09
19481,2012-02-23,6544.16
19480,2012-02-24,9137.72
19481,2012-02-24,8196.57
19480,2012-02-25,12444.38
19481,2012-02-25,8201.56
19480,2012-02-26,8707.12
19481,2012-02-26,7310.05
19480,2012-02-27,8816.5
19481,2012-02-27,6951.92
19480,2012-02-28,8468.21
19481,2012-02-28,7190.59
19480,2012-02-29,8254.14
19481,2012-02-29,6474.9
19480,2012-03-01,10763.94
19481,2012-03-01,9058.84
19480,2012-03-02,9357.78
19481,2012-03-02,10310.56
19480,2012-03-03,14190.9
19481,2012-03-03,8432.55
19480,2012-03-04,8892.16
19481,2012-03-04,7787.76
19480,2012-03-05,11497.04
19481,2012-03-05,8194.92
19480,2012-03-06,10161.17
19481,2012-03-06,7667.22
19480,2012-03-07,8553.23
19481,2012-03-07,8235.07
19480,2012-03-08,9068.59
19481,2012-03-08,7579.26
19480,2012-03-09,8795.39
19481,2012-03-09,9139.5
19480,2012-03-10,12135.14
19481,2012-03-10,8276.75
19480,2012-03-11,6900.27
19481,2012-03-11,6671.2
19480,2012-03-12,10154.48
19481,2012-03-12,8266.54
19480,2012-03-13,7390.05
19481,2012-03-13,7211.55
19480,2012-03-14,8643.35
19481,2012-03-14,6728.88
19480,2012-03-15,8225.39
19481,2012-03-15,7171.79
19480,2012-03-16,8526.41
19481,2012-03-16,6646.05
19480,2012-03-17,10707.32
19481,2012-03-17,6857.41
19480,2012-03-18,7228.5
19481,2012-03-18,6545.54
19480,2012-03-19,10172.79
19481,2012-03-19,8751.38
19480,2012-03-20,8561.05
19481,2012-03-20,7594.99
19480,2012-03-21,8427.74
19481,2012-03-21,7544
19480,2012-03-22,7204.71
19481,2012-03-22,7870.59
19480,2012-03-23,7487.8
19481,2012-03-23,7501.39
19480,2012-03-24,11516.37
19481,2012-03-24,7452.05
19480,2012-03-25,7479.02
19481,2012-03-25,7008.24
19480,2012-03-26,9402.14
19481,2012-03-26,7612
19480,2012-03-27,8085.81
19481,2012-03-27,6445.71
19480,2012-03-28,8158.74
19481,2012-03-28,6630.03
19480,2012-03-29,8244.67
19481,2012-03-29,7533.09
19480,2012-03-30,9153.91
19481,2012-03-30,8297.15
19480,2012-03-31,12478.2
19481,2012-03-31,7605.63
19480,2012-04-01,10846.92
19481,2012-04-01,7365.97
19480,2012-04-02,12282.74
19481,2012-04-02,8288.16
19480,2012-04-03,10875
19481,2012-04-03,8199.46
19480,2012-04-04,10327.75
19481,2012-04-04,7781.52
19480,2012-04-05,11515.09
19481,2012-04-05,8611.8
19480,2012-04-06,8744.91
19481,2012-04-06,9402.69
19480,2012-04-07,16532.43
19481,2012-04-07,9020.42
19480,2012-04-09,9574.07
19481,2012-04-09,10590.79
19480,2012-04-10,9357.48
19481,2012-04-10,7870.56
19480,2012-04-11,8499.99
19481,2012-04-11,6391.56
19480,2012-04-12,7456.96
19481,2012-04-12,7027.61
19480,2012-04-13,8418.29
19481,2012-04-13,8646.83
19480,2012-04-14,13067.47
19481,2012-04-14,8374.08
19480,2012-04-15,8511.01
19481,2012-04-15,8919.2
19480,2012-04-16,9294.08
19481,2012-04-16,7240.75
19480,2012-04-17,7875.35
19481,2012-04-17,7070.14
19480,2012-04-18,8933.42
19481,2012-04-18,6188.76
19480,2012-04-19,7650.62
19481,2012-04-19,6856.96
19480,2012-04-20,9165.02
19481,2012-04-20,7159.66
19480,2012-04-21,11851.78
19481,2012-04-21,6327.38
19480,2012-04-22,7224.86
19481,2012-04-22,6954.41
19480,2012-04-23,10843.68
19481,2012-04-23,6976.95
19480,2012-04-24,9449.01
19481,2012-04-24,6968.45
19480,2012-04-25,8799.24
19481,2012-04-25,6073.57
19480,2012-04-26,7266.48
19481,2012-04-26,6637.86
19480,2012-04-27,7560.99
19481,2012-04-27,7396.38
19480,2012-04-28,11557.37
19481,2012-04-28,7673.8
19480,2012-04-29,6883.05
19481,2012-04-29,6604.48
19480,2012-04-30,9478.18
19481,2012-04-30,7409.82
19480,2012-05-01,15503.36
19481,2012-05-01,9955.25
19480,2012-05-02,8328.1
19481,2012-05-02,7518.26
19480,2012-05-03,6939.08
19481,2012-05-03,9175.36
19480,2012-05-04,8889.21
19481,2012-05-04,6970.79
19480,2012-05-05,11912.69
19481,2012-05-05,7502.93
19480,2012-05-06,6876.75
19481,2012-05-06,7191.28
19480,2012-05-07,10684.61
19481,2012-05-07,8449.37
19480,2012-05-08,8171.01
19481,2012-05-08,6609.33
19480,2012-05-09,9385.84
19481,2012-05-09,7247.77
19480,2012-05-10,7336
19481,2012-05-10,6330.82
19480,2012-05-11,8597.92
19481,2012-05-11,8001.07
19480,2012-05-12,12262.98
19481,2012-05-12,8256.74
19480,2012-05-13,7618.86
19481,2012-05-13,7145.83
19480,2012-05-14,9392.35
19481,2012-05-14,6839.22
19480,2012-05-15,8470.23
19481,2012-05-15,7151.18
19480,2012-05-16,8435.4
19481,2012-05-16,7170.37
19480,2012-05-17,5449.51
19481,2012-05-17,6716.41
19480,2012-05-18,9306.68
19481,2012-05-18,7616.17
19480,2012-05-19,10762.96
19481,2012-05-19,6188.96
19480,2012-05-20,7681.14
19481,2012-05-20,6555.02
19480,2012-05-21,8249.01
19481,2012-05-21,6371.35
19480,2012-05-22,8166.56
19481,2012-05-22,6374.76
19480,2012-05-23,8647.78
19481,2012-05-23,6321.41
19480,2012-05-24,7401.86
19481,2012-05-24,6382.37
19480,2012-05-25,9475.21
19481,2012-05-25,8386.92
19480,2012-05-26,11770.77
19481,2012-05-26,7855.87
19480,2012-05-27,6290.12
19481,2012-05-27,6320.09
19480,2012-05-28,7939.01
19481,2012-05-28,6282.78
19480,2012-05-29,9089.26
19481,2012-05-29,6812.48
19480,2012-05-30,7848.27
19481,2012-05-30,5989.2
19480,2012-05-31,8560.67
19481,2012-05-31,6814.83
19480,2012-06-01,12256.55
19481,2012-06-01,8732.8
19480,2012-06-02,13089.17
19481,2012-06-02,8035.44
19480,2012-06-03,8023.78
19481,2012-06-03,7952.62
19480,2012-06-04,9432.92
19481,2012-06-04,7464.48
19480,2012-06-05,9458.73
19481,2012-06-05,7945.27
19480,2012-06-06,8915.8
19481,2012-06-06,7127.08
19480,2012-06-07,8436.93
19481,2012-06-07,6324.25
19480,2012-06-08,8614.02
19481,2012-06-08,7409
19480,2012-06-09,10070.3
19481,2012-06-09,8175.7
19480,2012-06-10,7294.17
19481,2012-06-10,6548.3
19480,2012-06-11,9006.29
19481,2012-06-11,6925.99
19480,2012-06-12,8342.91
19481,2012-06-12,6712.51
19480,2012-06-13,7413.79
19481,2012-06-13,6632.62
19480,2012-06-14,7063.1
19481,2012-06-14,6466.44
19480,2012-06-15,8405.59
19481,2012-06-15,7872.63
19480,2012-06-16,11100.1
19481,2012-06-16,7691.31
19480,2012-06-17,7882.38
19481,2012-06-17,6819.5
19480,2012-06-18,8153.89
19481,2012-06-18,7126.23
19480,2012-06-19,7999.49
19481,2012-06-19,6087.05
19480,2012-06-20,7260.36
19481,2012-06-20,6094.63
19480,2012-06-21,6840.92
19481,2012-06-21,6466.49
19480,2012-06-22,9272.33
19481,2012-06-22,7371.21
19480,2012-06-23,10384.2
19481,2012-06-23,6969.97
19480,2012-06-24,6606.06
19481,2012-06-24,6036.3
19480,2012-06-25,8371.31
19481,2012-06-25,6598.09
19480,2012-06-26,7370.49
19481,2012-06-26,7418.25
19480,2012-06-27,7634.49
19481,2012-06-27,6514.83
19480,2012-06-28,7602.94
19481,2012-06-28,7447.26
19480,2012-06-29,8082.17
19481,2012-06-29,8013.44
19480,2012-06-30,11601.46
19481,2012-06-30,6409.43
19480,2012-07-01,9648.49
19481,2012-07-01,6772.09
19480,2012-07-02,12476.59
19481,2012-07-02,8555.46
19480,2012-07-03,11984.17
19481,2012-07-03,9039.79
19480,2012-07-04,9598.95
19481,2012-07-04,5791.94
19480,2012-07-05,7412.21
19481,2012-07-05,7777.61
19480,2012-07-06,8066.81
19481,2012-07-06,7881.07
19480,2012-07-07,11139.75
19481,2012-07-07,8172.95
19480,2012-07-08,6149.65
19481,2012-07-08,5890.22
19480,2012-07-09,9552.28
19481,2012-07-09,8359
19480,2012-07-10,7672.08
19481,2012-07-10,6890.2
19480,2012-07-11,8535.38
19481,2012-07-11,6845.84
19480,2012-07-12,7368.18
19481,2012-07-12,7509.21
19480,2012-07-13,8607.87
19481,2012-07-13,6820.53
19480,2012-07-14,10054.62
19481,2012-07-14,7186.4
19480,2012-07-15,7006.53
19481,2012-07-15,7204.02
19480,2012-07-16,9514.04
19481,2012-07-16,7271.83
19480,2012-07-17,8201.98
19481,2012-07-17,6365.11
19480,2012-07-18,7989.07
19481,2012-07-18,6123.62
19480,2012-07-19,8583.22
19481,2012-07-19,6580.68
19480,2012-07-20,7808.18
19481,2012-07-20,6931.28
19480,2012-07-21,10055.45
19481,2012-07-21,7850.76
19480,2012-07-22,6877.07
19481,2012-07-22,6924.5
19480,2012-07-23,9252.82
19481,2012-07-23,6902.97
19480,2012-07-24,8485.3
19481,2012-07-24,6655.87
19480,2012-07-25,7533.32
19481,2012-07-25,6855.82
19480,2012-07-26,7396.4
19481,2012-07-26,5995.52
19480,2012-07-27,8385.4
19481,2012-07-27,6390.69
19480,2012-07-28,10834.79
19481,2012-07-28,6968.25
19480,2012-07-29,7201.65
19481,2012-07-29,5608.63
19480,2012-07-30,9089.28
19481,2012-07-30,6890
19480,2012-07-31,7807.33
19481,2012-07-31,7352.9
19480,2012-08-01,12077.47
19481,2012-08-01,8333.86
19480,2012-08-02,8925.7
19481,2012-08-02,6956.29
19480,2012-08-03,9828.38
19481,2012-08-03,8055.45
19480,2012-08-04,12883.24
19481,2012-08-04,7832.6
19480,2012-08-05,7627.63
19481,2012-08-05,6546.45
19480,2012-08-06,9122.53
19480,2012-08-07,9532.28
19480,2012-08-08,7869.58
19481,2012-08-08,6054.44
19480,2012-08-09,8151.76
19481,2012-08-09,6904.9
19480,2012-08-10,9007.79
19481,2012-08-10,7179.55
19480,2012-08-11,11962.88
19481,2012-08-11,7677.38
19480,2012-08-12,7791.71
19481,2012-08-12,6642.18
19480,2012-08-13,10507.45
19481,2012-08-13,7504.78
19480,2012-08-14,7095.16
19481,2012-08-14,6080
19480,2012-08-15,7351.45
19481,2012-08-15,7046.38
19480,2012-08-16,7640.28
19481,2012-08-16,5697.79
19480,2012-08-17,7996.29
19481,2012-08-17,7789.06
19480,2012-08-18,10508.98
19481,2012-08-18,7374.54
19480,2012-08-19,7626.59
19481,2012-08-19,6401.65
19480,2012-08-20,8461.35
19481,2012-08-20,7790.22
19480,2012-08-21,7784.74
19481,2012-08-21,6439.17
19480,2012-08-22,8882.94
19481,2012-08-22,5988.09
19480,2012-08-23,7907.32
19481,2012-08-23,6025.32
19480,2012-08-24,8535.46
19481,2012-08-24,7452.6
19480,2012-08-25,11749.88
19481,2012-08-25,7547.58
19480,2012-08-26,8306.1
19481,2012-08-26,7400.99
19480,2012-08-27,8395.25
19481,2012-08-27,6257.28
19480,2012-08-28,7990.14
19481,2012-08-28,7191.08
19480,2012-08-29,7769.89
19481,2012-08-29,6369.11
19480,2012-08-30,7421.56
19481,2012-08-30,6488
19480,2012-08-31,8562.88
19481,2012-08-31,8920.4
19480,2012-09-01,14105.08
19481,2012-09-01,8602.66
19480,2012-09-02,9160.02
19481,2012-09-02,6662.02
19480,2012-09-03,11840.29
19481,2012-09-03,6921.77
19480,2012-09-04,11919.93
19481,2012-09-04,9232.32
19480,2012-09-05,8429.53
19481,2012-09-05,7891.23
19480,2012-09-06,7452.86
19481,2012-09-06,6800.91
19480,2012-09-07,9172.05
19481,2012-09-07,6239.18
19480,2012-09-08,13169.4
19481,2012-09-08,8308.18
19480,2012-09-09,7856.22
19481,2012-09-09,7524.71
19480,2012-09-10,10027.27
19481,2012-09-10,7605.14
19480,2012-09-11,8636.83
19481,2012-09-11,6671.08
19480,2012-09-12,8462.4
19481,2012-09-12,6626.18
19480,2012-09-13,8998.51
19481,2012-09-13,7413.92
19480,2012-09-14,8063.09
19481,2012-09-14,8696.63
19480,2012-09-15,12315.09
19481,2012-09-15,8853.46
19480,2012-09-16,8873.95
19481,2012-09-16,7593.07
19480,2012-09-17,9048.96
19481,2012-09-17,8012.22
19480,2012-09-18,8191.62
19481,2012-09-18,6797.81
19480,2012-09-19,7677.4
19481,2012-09-19,6236.77
19480,2012-09-20,6707.79
19481,2012-09-20,6234.96
19480,2012-09-21,8314.89
19481,2012-09-21,6767.97
19480,2012-09-22,12543.47
19481,2012-09-22,7985.28
19480,2012-09-23,8667.41
19481,2012-09-23,6882.99
19480,2012-09-24,9773.55
19481,2012-09-24,6649.25
19480,2012-09-25,8520.87
19481,2012-09-25,6554.68
19480,2012-09-26,8188.82
19481,2012-09-26,6028.5
19480,2012-09-27,9248.37
19481,2012-09-27,6067.67
19480,2012-09-28,9922.12
19481,2012-09-28,7867.02
19480,2012-09-29,14522.3
19481,2012-09-29,9265.1
19480,2012-09-30,8726.74
19481,2012-09-30,7396.85
19480,2012-10-01,12498.24
19481,2012-10-01,9075.01
19480,2012-10-02,10747.37
19481,2012-10-02,6673.29
19480,2012-10-03,9341.63
19481,2012-10-03,8651.23
19480,2012-10-04,8776.81
19481,2012-10-04,7050.31
19480,2012-10-05,9519.05
19481,2012-10-05,8132.92
19480,2012-10-06,14718.26
19481,2012-10-06,8762.87
19480,2012-10-07,9264.18
19481,2012-10-07,8284.01
19480,2012-10-08,10164.26
19481,2012-10-08,7102.92
19480,2012-10-09,8963.04
19481,2012-10-09,7516.6
19480,2012-10-10,7769.62
19481,2012-10-10,6327.24
19480,2012-10-11,9123.02
19481,2012-10-11,7419.41
19480,2012-10-12,8505.44
